TIPOENTIDAD,CODIGOENTIDAD,NOMBREENTIDAD,FECHACORTE,COD_UCA,NOMBRE_UCA,SUBCUENTA,DESCRIPCION,PERSONA_NATURAL,PERSONA_JURIDICA,TOTAL_TARJETAS
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,71963026,0,71963026
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,102964734,0,102964734
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,2001346082,0,2001346082
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,5379101,0,5379101
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,5965623,0,5965623
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,149078886,0,149078886
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,85,Saldo de la cartera por tarjeta de crédito,1,56297E+11,2532816748,1,5883E+11
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,85,Saldo de la cartera por tarjeta de crédito,1,58473E+11,2427711250,1,609E+11
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,85,Saldo de la cartera por tarjeta de crédito,1,51678E+11,2299740795,1,53978E+11
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,3,93926E+11,9411277374,4,03337E+11
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,3,93477E+11,9719066014,4,03197E+11
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,3,94223E+11,9438309014,4,03662E+11
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,0,333347139,333347139
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,0,290561147,290561147
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,0,263726503,263726503
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,0,920312174,920312174
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,0,776140627,776140627
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,0,814578181,814578181
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,1068692274
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,949872467
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,923185385
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,1,CREDIBANCO-VISA,110,Número total de tarjetas de crédito que no tienen chip de seguridad vigentes  a la fecha de corte,514,4,518
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,1,CREDIBANCO-VISA,110,Número total de tarjetas de crédito que no tienen chip de seguridad vigentes  a la fecha de corte,477,3,480
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,1,CREDIBANCO-VISA,110,Número total de tarjetas de crédito que no tienen chip de seguridad vigentes  a la fecha de corte,497,5,502
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,97123,89,97212
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,92580,85,92665
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,92080,83,92163
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,10,Número total de tarjetas de crédito vigentes durante el mes,695,0,695
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,10,Número total de tarjetas de crédito vigentes durante el mes,1541,1,1542
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,10,Número total de tarjetas de crédito vigentes durante el mes,1182,0,1182
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,15,Número total de tarjetas de crédito canceladas,2599,17,2616
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,15,Número total de tarjetas de crédito canceladas,2191,1,2192
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,15,Número total de tarjetas de crédito canceladas,1534,4,1538
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,20,Número total de tarjetas de créditos bloqueadas  temporalmente,14941,17,14958
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,20,Número total de tarjetas de créditos bloqueadas  temporalmente,16074,19,16093
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,20,Número total de tarjetas de créditos bloqueadas  temporalmente,16079,16,16095
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,52182,3249,55431
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,65479,4358,69837
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,55389,3311,58700
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,10418,401,10819
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,7848,291,8139
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,8930,383,9313
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,35,Número de transacciones por compras en el exterior con tarjeta de crédito,9989,812,10801
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,35,Número de transacciones por compras en el exterior con tarjeta de crédito,9533,718,10251
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,35,Número de transacciones por compras en el exterior con tarjeta de crédito,11283,991,12274
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,10873681770,1079829805,11953511575
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,9755237117,968438805,10723675922
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,12453912183,1290148486,13744060669
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,4106968359,420781427,4527749786
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,3720917249,417163136,4138080385
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,3075873033,280825207,3356698240
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,55,Monto de las transacciones por compras en el exterior con tarjeta de crédito,1220203107,153857498,1374060605
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,55,Monto de las transacciones por compras en el exterior con tarjeta de crédito,1230227497,137797887,1368025384
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,55,Monto de las transacciones por compras en el exterior con tarjeta de crédito,1098809840,150212425,1249022265
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,65,Monto de los intereses corrientes por compras y avances con tarjeta de crédito,1055187000,1090878,1056277878
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,65,Monto de los intereses corrientes por compras y avances con tarjeta de crédito,1293874779,1181361,1295056140
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,65,Monto de los intereses corrientes por compras y avances con tarjeta de crédito,1034450131,1194802,1035644933
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,70,Monto de los intereses de mora por compras y avances  con tarjeta de crédito,95185463,789038,95974501
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,70,Monto de los intereses de mora por compras y avances  con tarjeta de crédito,80615568,5834065,86449633
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,70,Monto de los intereses de mora por compras y avances  con tarjeta de crédito,86260397,847887,87108284
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,42522590,0,42522590
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,1133453709,0,1133453709
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,75,Monto de los castigos de cartera por tarjeta de crédito, únicamente capital.,49819959,0,49819959
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,2403646,0,2403646
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,72008998,0,72008998
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,80,Monto de los castigos de cartera por tarjeta de crédito, conceptos diferentes a capital,1941955,0,1941955
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,85,Saldo de la cartera por tarjeta de crédito,88375988486,151394361,88527382847
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,85,Saldo de la cartera por tarjeta de crédito,87597897504,110769292,87708666796
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,85,Saldo de la cartera por tarjeta de crédito,84749094207,124784601,84873878808
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,2,45741E+11,783068296,2,46524E+11
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,2,44525E+11,759380138,2,45285E+11
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,90,Total cupo de crédito no utilizado por todos los tarjetahabientes,2,46991E+11,740587170,2,47731E+11
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,0,181161178,181161178
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,0,200885152,200885152
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,95,INGRESOS POR TARIFA INTERBANCARIA DE INT,0,171925481,171925481
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,0,169894740,169894740
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,0,185045791,185045791
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,100,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta de Crédito,0,205049342,205049342
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,254879840
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,258378473
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,105,Ingresos Comisión de Adquirencia por Tarjeta de Crédito,0,0,283440853
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,2,MASTERCARD,110,Número total de tarjetas de crédito que no tienen chip de seguridad vigentes  a la fecha de corte,808,4,812
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,2,MASTERCARD,110,Número total de tarjetas de crédito que no tienen chip de seguridad vigentes  a la fecha de corte,814,4,818
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,2,MASTERCARD,110,Número total de tarjetas de crédito que no tienen chip de seguridad vigentes  a la fecha de corte,816,4,820
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,5,Número total de tarjetas débito  vigentes  a la fecha de corte,0,0,2163166
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,5,Número total de tarjetas débito  vigentes  a la fecha de corte,0,0,2170042
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,5,Número total de tarjetas débito  vigentes  a la fecha de corte,0,0,2177795
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,10,Número total de tarjetas débito vigentes durante el mes,0,0,37698
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,10,Número total de tarjetas débito vigentes durante el mes,0,0,51613
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,10,Número total de tarjetas débito vigentes durante el mes,0,0,45566
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,15,Número total de tarjetas débito canceladas,0,0,24306
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,15,Número total de tarjetas débito canceladas,0,0,28956
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,15,Número total de tarjetas débito canceladas,0,0,18780
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,20,Número total de tarjetas débito bloqueadas temporalmente,0,0,95111
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,20,Número total de tarjetas débito bloqueadas temporalmente,0,0,94860
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,20,Número total de tarjetas débito bloqueadas temporalmente,0,0,94975
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,25,Número de transacciones por compras con tarjetas débito,0,0,2336375
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,25,Número de transacciones por compras con tarjetas débito,0,0,2673194
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,25,Número de transacciones por compras con tarjetas débito,0,0,2277572
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,30,Número de transacciones por retiros con tarjetas débito,0,0,2082840
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,30,Número de transacciones por retiros con tarjetas débito,0,0,2421855
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,30,Número de transacciones por retiros con tarjetas débito,0,0,2188249
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,35,Monto de transacciones por compras con tarjetas débito,0,0,7,21807E+11
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,35,Monto de transacciones por compras con tarjetas débito,0,0,6,60044E+11
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,35,Monto de transacciones por compras con tarjetas débito,0,0,6,78648E+11
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,40,Monto de transacciones por retiros con tarjetas débito,0,0,8,48629E+11
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,40,Monto de transacciones por retiros con tarjetas débito,0,0,7,73182E+11
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,40,Monto de transacciones por retiros con tarjetas débito,0,0,7,43365E+11
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,45,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,2067403931
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,45,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,1700116662
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,45,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,1416323723
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,55,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,102713194
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,55,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,110222866
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,55,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,214705853
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,60,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,15934181
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,60,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,16565398
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,60,Ingresos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,12377188
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,65,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,432234374
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,65,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,471535741
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,65,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Visa,0,0,433259613
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,70,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Master Débito,0,0,18119862
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,70,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Master Débito,0,0,21300997
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,70,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Master Débito,0,0,18782673
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,75,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,196141845
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,75,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,173721835
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,75,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Electrón,0,0,172598057
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,80,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,1638001387
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,80,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,1521962820
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,80,Gastos por Tarifa Interbancaria de Intercambio - TII por Tarjeta Débito Maestro,0,0,1444436762
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,85,Ingresos Comisión de Adquirencia por Tarjeta Débito,0,0,2677796799
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,85,Ingresos Comisión de Adquirencia por Tarjeta Débito,0,0,2644918787
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,85,Ingresos Comisión de Adquirencia por Tarjeta Débito,0,0,2953728294
1,30,BANCO CAJA SOCIAL S.A.,28/02/2021,6,TARJETA DEBITO,110,Número total de tarjetas débito que no tienen chip de seguridad vigentes  a la fecha de corte,0,0,32211
1,30,BANCO CAJA SOCIAL S.A.,31/01/2021,6,TARJETA DEBITO,110,Número total de tarjetas débito que no tienen chip de seguridad vigentes  a la fecha de corte,0,0,32207
1,30,BANCO CAJA SOCIAL S.A.,31/03/2021,6,TARJETA DEBITO,110,Número total de tarjetas débito que no tienen chip de seguridad vigentes  a la fecha de corte,0,0,32131
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,763436,4701,768137
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,758924,4706,763630
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,5,Número total de tarjetas de crédito vigentes  a la fecha de corte,755881,4713,760594
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,10,Número total de tarjetas de crédito vigentes durante el mes,18564,46,18610
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,10,Número total de tarjetas de crédito vigentes durante el mes,14929,13,14942
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,10,Número total de tarjetas de crédito vigentes durante el mes,16365,36,16401
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,15,Número total de tarjetas de crédito canceladas,43826,48,43874
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,15,Número total de tarjetas de crédito canceladas,58765,69,58834
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,15,Número total de tarjetas de crédito canceladas,39797,57,39854
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,20,Número total de tarjetas de créditos bloqueadas  temporalmente,184122,1151,185273
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,20,Número total de tarjetas de créditos bloqueadas  temporalmente,126981,1102,128083
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,20,Número total de tarjetas de créditos bloqueadas  temporalmente,150114,1108,151222
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,2007082,14351,2021433
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,2461750,19329,2481079
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,25,Número de transacciones por compras a nivel nacional con tarjeta de crédito,2112291,16033,2128324
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,117372,163,117535
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,139158,198,139356
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,30,Número de  transacciones por avances a nivel nacional con tarjeta de crédito,105489,135,105624
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,35,Número de transacciones por compras en el exterior con tarjeta de crédito,468456,6324,474780
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,35,Número de transacciones por compras en el exterior con tarjeta de crédito,506549,5888,512437
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,35,Número de transacciones por compras en el exterior con tarjeta de crédito,559587,7446,567033
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,40,Número de  transacciones por avances en el exterior con tarjeta de crédito,171,0,171
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,40,Número de  transacciones por avances en el exterior con tarjeta de crédito,117,0,117
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,40,Número de  transacciones por avances en el exterior con tarjeta de crédito,137,0,137
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,3,81958E+11,17368420909,3,99327E+11
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,4,07257E+11,19527712384,4,26785E+11
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,45,Monto de las transacciones por compras con tarjeta de crédito a nivel nacional,4,62444E+11,22561856523,4,85006E+11
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,1,47302E+11,351884779,1,47654E+11
1,39,BANCO DAVIVIENDA S.A.,28/02/2021,1,CREDIBANCO-VISA,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,1,2592E+11,292251337,1,26212E+11
1,39,BANCO DAVIVIENDA S.A.,31/01/2021,1,CREDIBANCO-VISA,50,Monto de las transacciones por avances con tarjeta de crédito a nivel nacional,1,12467E+11,276036057,1,12743E+11
1,39,BANCO DAVIVIENDA S.A.,31/03/2021,1,CREDIBANCO-VISA,55,Monto de las transacciones por compras en el exterior con tarjeta de crédito,87094721773,4873172567,91967894340
